,Vocabulary,Meaning,Reading,Mnemonic,Level,URL
58,女の子,GIRL,"Since there's hiragana in here, you can bet that these kanji will use the kun'yomi readings. You already know the kun'yomi reading for 女. The only thing I have to make sure that you know is 子. When you need to remember the kun'yomi reading of 子, just think about you fighting a child (you're a jerk, apparently!). When you hit him in the face, he flies to the floor, and the ref calls out ""KO!"" because you just knocked the poor kid out.","Since this word consists of a kanji with hiragana stuck in the middle you can guess that it is like putting two separate words that you've learned together into one word. This hiragana is の, a particle that makes something possessive. In this case, the 子 is of the 女. Basically, this suggests that the woman is a child, aka a girl.",2,https://www.wanikani.com/vocabulary/%E5%A5%B3%E3%81%AE%E5%AD%90
59,上手,GOOD AT,"Both of these kanji use on'yomi reading, though 手 uses an on'yomi reading you didn't learn with the kanji. It's a rare reading, so it wasn't included (and we just have to deal with exceptions like this as we go along). To remember the reading for this word, here's a mnemonic:
What are you good at? You're really good at taking Jourm (じょう) to the zoo (ず). No one else can take Jourm to the zoo, he gets mad and throws them into the animal enclosures. But you? Jourm trusts you.",Think of someone holding out their hand. This is average. Things rated below the hand are things you're bad at. Things rated above the hand are things you're good at.,2,https://www.wanikani.com/vocabulary/%E4%B8%8A%E6%89%8B
60,手,HAND,"Since this word is made up of a single kanji, it uses the kun'yomi reading. Since this is a body part, the kun'yomi reading usually takes priority. That means you learned the kun'yomi reading already when you learned the kanji.","The kanji means hand, and the word means hand too! It can also be used to refer to your whole arm.",2,https://www.wanikani.com/vocabulary/%E6%89%8B
61,天,HEAVEN,"Since this word is made up of a single kanji, it would normally use the kun'yomi reading. The kanji that makes this word only has one important reading, though, and that happens to be the on'yomi. Since you learned the on'yomi reading for this kanji, you've already learned the reading for this word.",The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E5%A4%A9
62,入力,INPUT,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.","Enter something with all your strength and you will look down to see that what you're doing is inputting data. You're inputting it right now! Into this site! The answers you enter into WaniKani with all your strength can be said with this word. Wow. Full circle already, and you're only on level 2. Look at you go!",2,https://www.wanikani.com/vocabulary/%E5%85%A5%E5%8A%9B
63,中,INSIDE,"Since this word is made up of a single kanji, it uses the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word:
There's a sound coming from inside the wall. It sounds like a knock, knock, knock noise. You break down the wall, and there's some creepy dude standing inside. He is the knocker (なか).",The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E4%B8%AD
64,一月,JANUARY,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well. This is a specific month, so it uses the がつ reading.","Since the kanji 月 mean both moon and month (because a moon cycle is about a month, presumably), what is the number one month? In English we have an actual name for it, and that name is January.",2,https://www.wanikani.com/vocabulary/%E4%B8%80%E6%9C%88
65,日本,JAPAN,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well, though take note that the 日 portion is shortened a bit. So instead of being にち it is just に.","Remember the secondary meaning of 本? It's ""origin."" So, this word technically means ""sun origin."" Does that sound familiar? Japan's known as ""The land of the rising sun."" That's why Japan comes from 日本.",2,https://www.wanikani.com/vocabulary/%E6%97%A5%E6%9C%AC
66,六月,JUNE,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well. Also, this is a specific month, so it uses the がつ reading.","Since the kanji 月 means both ""moon"" and ""month,"" what is the sixth month of the year? January, February, March, April, May, June!",2,https://www.wanikani.com/vocabulary/%E5%85%AD%E6%9C%88
67,子,KID,"Since this word is made up of a single kanji, it uses the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word:
You see a child and walk up to him. Then, you punch him in the face (oh no, how could you!!?). He flies through the air, and he's knocked out. A ref nearby yells that it was a ""KO!"" (こ). That's a knock out.
Make sure you learn this reading pretty well too. Both readings for 子 are going to show up a lot, and this is how you're going to learn the kun'yomi one.",The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E5%AD%90
68,王,KING,The reading for this word is the same as the one you learned when learning the kanji.,The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E7%8E%8B
69,左右,LEFT AND RIGHT,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,Put left and right together and you end up with left and right! Just make sure you say them in the right order!,2,https://www.wanikani.com/vocabulary/%E5%B7%A6%E5%8F%B3
70,左,LEFT DIRECTION,"Since this word is made up of a single kanji, it uses the kun'yomi reading. You haven't learned this reading yet, so here's a mnemonic to help you:
Imagine hearing someone to your left saying, ""Hi Da'ri!"" (ひだり) which is supposed to be ""Hi There,"" or ""Hi Dearie."" You turn left and there's no one there. You hear it again, ""Hi Da'ri!"" Keep turning to the left until you find the person saying hi to you.",The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E5%B7%A6
71,五月,MAY,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well. Also, this is a specific month, so it uses the がつ reading.","The moon kanji also represents a month, so when you have five of these months, what month of the year is it? That would be May, the greatest month of the year (because it has towel day in it!).",2,https://www.wanikani.com/vocabulary/%E4%BA%94%E6%9C%88
72,〜円,MONEY,The reading is the same as the one you learned with the kanji. Be sure to omit the 〜 in your answer as it is only a placeholder for a number.,The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E3%80%9C%E5%86%86
73,月,MOON,"Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word:
Look up at that big, bright moon. You have to open it up and take what's inside. To do that, you are required to have two keys (つき), and they have to be turned at the same time. Imagine you and a friend both turning your keys on opposite sides of the moon to open up the center.",The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E6%9C%88
74,九日,NINTH DAY,"Words that count days use an exceptional reading. Even though this is a jukugo word, it uses kun'yomi readings for both of the kanji. You learned this reading for 九 when you learned 九つ, so you should be able to read this one too!","Ninth day or day nine. No matter how you look at this word, it makes a lot of sense.",2,https://www.wanikani.com/vocabulary/%E4%B9%9D%E6%97%A5
75,十月,OCTOBER,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.
Also, this is a specific month, so it uses the がつ reading.","The kanji for ""moon"" and ""month"" are the same, probably because a moon cycle takes approximately a month to occur. So, what is the tenth moon cycle of the year? That would be the awesome month October!",2,https://www.wanikani.com/vocabulary/%E5%8D%81%E6%9C%88
76,一日,ONE DAY,"The first meaning is one day, and it has the same reading as the kanji you learned, so you should already know this reading.
The reading for first day, however, is a big old exception. It doesn’t take the on’yomi or kun’yomi readings, and has its own special (weird) readings. Here’s a mnemonic to help you remember this one:
On the first day of a new relationship you just tweet a cheesy (ついたち) line at each other. You're so in love you can't speak normally, so you just use bird calls and cheesy lines to communicate.","This word has two different meanings. One day and first day. No matter how you look at this word, those meanings make a lot of sense.",2,https://www.wanikani.com/vocabulary/%E4%B8%80%E6%97%A5
77,一千,ONE THOUSAND,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well. The only thing that's a bit weird is the reading of the 一. The ち turns into a small っ, making the reading for this word いっせん.","If you have one thousand, you have one thousand.",2,https://www.wanikani.com/vocabulary/%E4%B8%80%E5%8D%83
78,千円,ONE THOUSAND YEN,"Since you know the on'yomi readings of these two kanji, you should know the reading for this vocab word as well!",A thousand of these yen things makes this word one thousand yen.,2,https://www.wanikani.com/vocabulary/%E5%8D%83%E5%86%86
79,玉ねぎ,ONION,"Since this word consists of a kanji with hiragana attached, you can guess it will probably use the kun'yomi reading. Luckily, that's the reading you learned with the only kanji in this word, so you should be able to read it!","ねぎ means ""onion"" in Japanese. But, there are different kinds of onions, right? This happens to be a ""ball onion,"" which is just one of those round ones, like a Walla Walla Sweet Onion. Do you know?",2,https://www.wanikani.com/vocabulary/%E7%8E%89%E3%81%AD%E3%81%8E
80,人々,PEOPLE,"The reading is the vocab word 人 twice, with the second one getting rendaku'd, turning it into びと.","Person person, why, that's more than one person. It's people! It's everybody!",2,https://www.wanikani.com/vocabulary/%E4%BA%BA%E3%80%85
81,王子,PRINCE,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well. Also take note that the reading for 子 (し) is changed to じ.","A king kid is the prince. Someday he'll be the 王, if he's lucky, but right now he's just the king's child.",2,https://www.wanikani.com/vocabulary/%E7%8E%8B%E5%AD%90
82,王女,PRINCESS,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.","The ""king woman"" is the princess. How do you tell this word apart from 女王, which means ""queen?"" Well, the 女 part comes before the 王 when it's a queen, because the queen always comes before the princess (they're usually pretty selfish in the stories, right?). As for the princess, the 女 comes after the king, because she doesn't have as much power. That's why this one is princess.",2,https://www.wanikani.com/vocabulary/%E7%8E%8B%E5%A5%B3
83,子犬,PUPPY,"Even though this is a jukugo word, it doesn't use the on'yomi readings. Both the kanji 子 and 犬 often favor kun'yomi readings, and this word is no exception. The reading for 犬 is the one you already know, and the reading for 子 as こ is a really common one (perhaps you've already learned that reading?). If not, just think about punching a puppy in the face, and giving it a KO (That's a knock out).",A child dog is a puppy!,2,https://www.wanikani.com/vocabulary/%E5%AD%90%E7%8A%AC
84,女王,QUEEN,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",The woman who comes before the king is no princess. This is the queen.,2,https://www.wanikani.com/vocabulary/%E5%A5%B3%E7%8E%8B
85,田,RICE FIELD,"Since this word is made up of a single kanji, it should use the kun'yomi reading. When you learned the kanji that makes up this word, all you learned was the kun'yomi reading, so you should be good to go.",The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E7%94%B0
86,右,RIGHT DIRECTION,"Since this word is made up of a single kanji, it uses the kun'yomi reading. You haven't learned this reading yet, so here's a mnemonic to help you:
Look to the right. There are meat geese (みぎ) over there. What are meat geese, you ask? They're geese made of meat, that sit to the right of you, trying to get you to do bad things. Like the devil/angel motif you see in cartoons. Well there's nothing on your left. And on your right? Just meat geese. Watching you. Waiting. Geese made of meat. Telling you not to do the right thing.",The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E5%8F%B3
87,円い,ROUND,"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you:
The reading for the 円 portion of this word is the same as a kanji you're learning in this level: 丸. That kanji means something really similar to this kanji. And guess what? They also share a reading. So, if you know that the reading of 丸 is まる then you'll also know that the reading for this word is まる!","This word is made up of a single kanji with hiragana attached to it. That hiragana ends with い which means it's an adjective. So, what's the adjective form of the kanji that's in this word? 円 means both ""yen"" and ""round"" but in this case we're looking at the round one (because something isn't going to be ""yenny""). The adjective version of round is round or circular. Just like a yen coin, this ""round"" is a flat round. As in, if you draw a circle on a piece of paper, you could use this word. Same goes with yen, which is why ""yen"" and ""round"" both use the same kanji.",2,https://www.wanikani.com/vocabulary/%E5%86%86%E3%81%84
88,二日,SECOND DAY,"Words that count days use an exceptional reading. Even though this is a jukugo word, it uses kun'yomi readings for both the kanji. Think about this word this way:
The circus is in town this weekend and you can't wait to get there. You want to show off your new foots car (ふつか) to all the circus clowns. But you have to use your feet to get it there and it ends up taking you two days! Darn this old fashioned foots car!","Second day or day two. No matter how you look at this combination of kanji, the meaning of the word makes a lot of sense!",2,https://www.wanikani.com/vocabulary/%E4%BA%8C%E6%97%A5
89,七日,SEVENTH DAY,"Words that count days use an exceptional reading. Even though this is a jukugo word, it uses kun'yomi readings for both the kanji. Think about this word this way:
You've been stuck inside working for seven days and today you finally have a day off. Your friend asks you if you want to go for a drive but you say, ""Nah, no car today"" (なのか), because you've been cooped up long enough. Seven days is too long to be inside.","Seventh day or day seven. No matter how you look at this word, it makes a lot of sense.",2,https://www.wanikani.com/vocabulary/%E4%B8%83%E6%97%A5
90,六,SIX,"Since this word is made up of a single kanji, it should use the kun'yomi reading. Numbers, as you know, are the exception to this rule. They usually use the on'yomi reading, and the on'yomi reading is the one you learned along with this kanji, meaning you should be good to go!",The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E5%85%AD
91,十六,SIXTEEN,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well!","You have ten and six (not to be confused with six tens!). When you have ten and six, you have a total of sixteen.",2,https://www.wanikani.com/vocabulary/%E5%8D%81%E5%85%AD
92,六日,SIXTH DAY,"This is a jukugo word, which usually means on'yomi readings from the kanji. This is an exception, though. When you're counting days (at least one through ten), the kun'yomi readings are used. So let's think about that sixth day - what does it entail?
The cow (moo / むい) is standing on top of your car (か). Why? Because you only feed the cow once a week, and that is on the seventh day. He's standing there on the sixth day because he's super hungry and knows it's almost time.",It's the kanji for six and day. Put them together and you have the sixth day (or day six).,2,https://www.wanikani.com/vocabulary/%E5%85%AD%E6%97%A5
93,六つ,SIX THINGS,"Since this word consists of a kanji with hiragana attached, you can guess that it uses the kun'yomi reading. Here's a mnemonic to help you do that:
What are the six things that you need to count? This time you are counting six cows (むっつ). The reason it's six, you know, is because you wanted a half a dozen cows. No more, no less.","Any number with a つ attached to it means you are counting that number of things. In this case, it's six things.",2,https://www.wanikani.com/vocabulary/%E5%85%AD%E3%81%A4
94,小さい,SMALL,"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you to remember the ちい portion:
When you think of the word small, try to think of this cheese (ちい) store. You go inside, and all of their cheeses are so small. They hand you a magnifying glass to see all the cheeses. You look at them and exclaim: ""Why are these cheeses so small???""","This kanji has hiragana attached and ends with an い sound. That means it's probably an adjective (and it is!). So, if you take the kanji 小 and its meaning (small), you can figure out the adjective version of it. What is the adjective version of ""small?"" Actually, it's the same thing: small.",2,https://www.wanikani.com/vocabulary/%E5%B0%8F%E3%81%95%E3%81%84
95,土,SOIL,"Since this word is made up of a single kanji, it uses the kun'yomi reading. Here's a mnemonic to help you to remember it:
You look through the soil. You're trying to find something. As you dig and sift, you come across not one but two cheeses (つち). Pull them out of the ground and put them in your mouth. How do the two cheeses taste and compare?",The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E5%9C%9F
96,日,SUN,"Since this word is made up of a single kanji, it uses the kun'yomi reading. Here's a mnemonic to help you to remember it:
What do you feel from the sun? You feel the heat (ひ).","The kanji and the word are exactly the same. That means they share meanings as well. Take note that this word means both ""sun"" and ""day,"" though. Why? because the sun takes a day to go around and come back!",2,https://www.wanikani.com/vocabulary/%E6%97%A5
97,刀,SWORD,"Since this word is made up of a single kanji, it uses the kun'yomi reading. I'm hoping you already know this word - that will make everything much easier. It's かたな (you know what a katana is, right?).",The kanji and the word are exactly the same. That means they share meanings as well!,2,https://www.wanikani.com/vocabulary/%E5%88%80
98,十日,TENTH DAY,"Words that count days use an exceptional reading. Even though this is a jukugo word, it uses kun'yomi readings for both the kanji. Think about this word this way:
On the tenth day, they'll tow your car (とおか). They'll let it sit there for ten days, but any more than that and they'll tow it, so watch out.","Tenth day or day ten. No matter how you look at this word, it makes a lot of sense.",2,https://www.wanikani.com/vocabulary/%E5%8D%81%E6%97%A5
99,三日,THIRD DAY,"This is a jukugo word, which usually means on'yomi readings from the kanji. Counting days, however, are an exception (at least up to ten). You need to use the kun'yomi readings to read this word. You already know the kun'yomi reading for 三 from when you learned the word 三つ. Here is a way to remember the reading for 日:
On the third day you have to give me (み) a ride in your car (か). I don't have a car of my own, so don't forget me, okay?","Third day or day three. No matter how you look at this word, it makes a lot of sense.",2,https://www.wanikani.com/vocabulary/%E4%B8%89%E6%97%A5
100,千,THOUSAND,"Normally a single kanji making up a word like this means it will use the kun'yomi readings. Numbers are generally the exception, though, which means this word uses the on'yomi reading. If you learned the kanji, then you should already know this!",The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E5%8D%83
101,上る,TO CLIMB,"上る consists of a kanji with hiragana attached, so it will use the kun'yomi reading of the kanji. For 上, there are multiple kun'yomi readings, and you didn't learn this one yet, so here's a mnemonic to help you:
You want to climb the mountain, but a gruff old man grabs your shoulder and says ""No boy, you ain't climbing that thing, not today."" If you're not a boy, think about how weird it is that he called you a boy. If you are a grown man, think how you wish he called you ""dude"" or something, not ""boy."" If you're a boy, well... think about how appropriate it is that he said ""no boy.""","This word means to climb. You can tell this word is a verb because it ends with an う sound (る, in this case). Its meaning is similar to the meaning of the 上 kanji, which is ""above."" So this word is all about moving ""above"" something (in other words, climbing!)",2,https://www.wanikani.com/vocabulary/%E4%B8%8A%E3%82%8B
102,正す,TO CORRECT,"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you:
After you correct something for someone, you yell out ta da (ただ) very excitedly. Go ahead and imagine yourself doing this a few times to help you to remember.","This word is made up of a kanji with some hiragana attached, ending in an う sound. That means this word is a verb. The kanji itself means ""correct,"" so what is the verb form of that? It would be to correct.",2,https://www.wanikani.com/vocabulary/%E6%AD%A3%E3%81%99
103,出る,TO EXIT,"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you:
You want to exit the room you're in. Why? Because it has a dead (で) body in it. Seriously. You should exit now. It's a dead (で) room (る)!","This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means ""exit"" so what is the verb form of this? It is to exit.",2,https://www.wanikani.com/vocabulary/%E5%87%BA%E3%82%8B
104,立つ,TO STAND,"You have to remember the た portion of this word to learn the reading of it. Think of it this way:
You have to stand up in order to wave goodbye to someone. When you stand up, you also say ta ta (た)!","This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means ""stand"" so what is the verb version of that? It's to stand.",2,https://www.wanikani.com/vocabulary/%E7%AB%8B%E3%81%A4
105,木,TREE,"Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word:
You walk up to the tree. You have to get inside, because it takes you someplace secret. So, you take out your key (き) and put it in the slot, opening the door in the tree so you can slip inside.",The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E6%9C%A8
106,水中,UNDERWATER,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,"If you're in the middle of a bunch of water, then you're most likely underwater.",2,https://www.wanikani.com/vocabulary/%E6%B0%B4%E4%B8%AD
107,下手,UNSKILLFUL,"If you're bad at something and you complain about it, then you're just a hater (へた). Don't be a hater.","Think of someone holding out their hand at shoulder level. Anything above that equals ""skillful."" Everything below that equals ""unskillful. So, in the case of this word, ""below hand"" means ""unskillful.""",2,https://www.wanikani.com/vocabulary/%E4%B8%8B%E6%89%8B
108,中々,VERY,"The reading for this word is the kun'yomi reading, since it's like putting two single kanji together rather than a true jukugo word. To learn the kun'yomi reading, take a look at this mnemonic:
From the middle of the middle comes a sound. It is a knocking sound. Knock. Knock. Knock. You open up the walls around this thing. Then you open up the second set of walls (middle of the middle). Inside is an old man, who identifies himself as ""the knocker."" You go inside of him and find another knocker as well. That's why it's a knocker knocker (なかなか).","The 々 symbol just repeats the kanji that comes before it. You'll see it from time to time, so take note of it, even though it doesn't really have any meaning of its own. So, essentially 中々 is the same as 中中. That being said, you have something that's middle x2. When something is even more middle than middle itself, it is very or considerably something or another.",2,https://www.wanikani.com/vocabulary/%E4%B8%AD%E3%80%85
109,火山,VOLCANO,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well. The 山 reading is ざん instead of さん because of rendaku (sequential voicing).",A fire mountain is probably what you think it is: A volcano.,2,https://www.wanikani.com/vocabulary/%E7%81%AB%E5%B1%B1
110,水,WATER,"Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word:
Be sure you always carry water when visiting the me zoo (みず). That's a zoo with rows and rows of cages of... me. And I'm thirsty!",The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E6%B0%B4
111,白,WHITE,"Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word:
White surrounds you. The sheer (しろ) amount of white is overwhelming.",The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E7%99%BD
112,白人,WHITE PERSON,"This is a jukugo word, which usually means on'yomi readings from the kanji. Since 人 has two on'yomi readings, here's a mnemonic to help you remember which one to use:
Imagine a white person you know well wearing their favorite pair of hacked up jeans (はくじん). This person likes to wear jeans with as many rips and holes in them as possible. Now imagine them wearing only their hacked up jeans. What a sight!","This word uses white and person ... put those together and you have a white person, aka a caucasian person.",2,https://www.wanikani.com/vocabulary/%E7%99%BD%E4%BA%BA
113,文,WRITING,"This word uses one of the readings you learned for the kanji: ぶん. You can remember this by thinking how whenever you're working on your writing, you get hungry and want to eat a bun.",The kanji and the word are exactly the same. That means they share meanings as well.,2,https://www.wanikani.com/vocabulary/%E6%96%87
114,〜才,YEARS OLD,"The reading is the same as the one you learned for the kanji, meaning you should already know it! Don't try to type the 〜 part though.","Although this word consists of one kanji that is all alone, it doesn't share its meaning with the parent kanji. The meanings are similar in a way, though. This word means years old or age. With more years comes more genius, right? That's why this word means ""years old"" and not ""genius,"" like the parent kanji.
You can stick this word onto numbers to say how old someone is!
Special note for all of you advanced learners out there. When discussing age, 〜歳 is the original and correct kanji to use. Because 〜才 is easier to write and has the same reading, it became mainstream. You'll see it used in writing today, especially in elementary schools. In formal writing though, you'll always want to use 〜歳, which you'll learn later on.",2,https://www.wanikani.com/vocabulary/%E3%80%9C%E6%89%8D
115,少し,A LITTLE,"Did you know that this word created an English word you probably already know? Have you ever heard someone say ""just a skosh""? That's 少し! Hopefully you know this English word and therefore know this Japanese word as well.","This word is a single kanji with hiragana attached, though there is no specific clue as to what type of word it is. That means you can usually guess it's a noun, adverb or na-adjective (in this case it's a noun / adverb). The meaning of this word is pretty much the same as the kanji, though, making it fairly easy. The kanji meaning for 少 is few, and the meaning of the vocab form is a little or a few.",3,https://www.wanikani.com/vocabulary/%E5%B0%91%E3%81%97
116,アメリカ人,AMERICAN,"Often times, when two kanji come together to form a kanji compound (or jukugo), you use the on'yomi readings. This is similar to that, though instead of another kanji it's a foreign word. This pattern works with almost any country as well. Just add 人 to a country name and you've described the people who live there. You'll see more of these before you're finished here.
And since 人 has two on'yomi readings, here's a mnemonic to help you remember which one to use:
Americans absolutely love their jeans (じん), it's a well-known fact!","The アメリカ part is pretty easy so long as you know katakana. It's the word for ""America."" You know that 人 means ""person,"" so you can figure out that America + Person = American.",3,https://www.wanikani.com/vocabulary/%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E4%BA%BA
117,矢,ARROW,The reading for this word is the same as the one you learned when learning the kanji.,The kanji and the word are exactly the same. That means they share meanings as well.,3,https://www.wanikani.com/vocabulary/%E7%9F%A2
118,〜台,BIG MACHINE COUNTER,The reading is the same as the one you learned with the kanji. Be sure to omit the 〜 in your answer as it is only a placeholder for a number.,"This counter is used with some kind of machine or device, usually a fairly large one (so nothing itty bitty). Cars are a good example of this. But it can also be used for things like computers, which were once the size of rooms, but are now nice and small. Thanks technology!",3,https://www.wanikani.com/vocabulary/%E3%80%9C%E5%8F%B0
119,イギリス人,BRITISH PERSON,"Often times, when two kanji come together to form a kanji compound (or jukugo), you use the on'yomi readings. This is similar to that, though instead of another kanji it's a foreign word. This pattern works with almost any country as well. Just add 人 to a country name and you've described the people who live there. You'll see more of these before you're finished here.
And since 人 has two on'yomi readings, here's a mnemonic to help you remember which one to use:
As with all words for nationalities, the 人 here is pronounced じん. All nationalities, including Brits, love jeans (じん)!","イギリス means ""Great Britain"" or ""United Kingdom."" So what is a ""Great Britain person?"" You guessed it — a British person, or Brit.",3,https://www.wanikani.com/vocabulary/%E3%82%A4%E3%82%AE%E3%83%AA%E3%82%B9%E4%BA%BA
120,市,CITY,The reading for this word is the same as the one you learned when learning the kanji.,The kanji and the word are exactly the same. That means they share meanings as well.,3,https://www.wanikani.com/vocabulary/%E5%B8%82
121,牛,COW,"Since this word is made up of a single kanji, it uses the kun'yomi reading. Here's a mnemonic to help you to remember it:
You're leading the cows around the field. To get them to move, you yell out ""USH, USH, USH!"" (うし) because you have a speech impediment and want to say ""MUSH MUSH MUSH."" Go ahead and say this out loud, yelling it if you can.","The kanji and the word are the same. This word is a bit broader than cow though, and can also be used to be bull and ox.",3,https://www.wanikani.com/vocabulary/%E7%89%9B
122,戸口,DOORWAY,"The reading for this one is mixed. You get the kun'yomi readings for both kanji, even though it's a combo (jukugo) kanji. Since 戸's only reading is the kun'yomi reading you should know it. Also, you should know the kun'yomi reading for 口 as well from level 1. That means as long as you remember that this is a kun'yomi fest over here, you should be able to read this word. Also watch out for the rendaku (also known as sequential voicing). That just means the く becomes the voiced ぐ.","Do you remember the words 出口 (exit) and 入り口 (entrance) from previous levels? The 口 can be a doorway of some kind. This word is literally ""door mouth"" but I bet you can figure out that this actually means doorway.",3,https://www.wanikani.com/vocabulary/%E6%88%B8%E5%8F%A3
123,山びこ,ECHO,You learned this kanji reading when you learned the vocabulary 山.,"You know that 山 means mountain. Add the hiragana びこ to the end and this gives you echo. That's because bee children (bee 子) love echos, especially mountain echos! Imagine baby bees buzzing as loudly as they can and hearing their voices echoing back at them through the mountains.
As the kanji suggests, 山びこ is generally used to describe the echo you get if you shout in the mountains. To decribe other types of echo, you can use the katakana word エコー.
By the way, there is actually a kanji for the second part of this word, but it's so rare that it's usually written in kana!",3,https://www.wanikani.com/vocabulary/%E5%B1%B1%E3%81%B3%E3%81%93
124,外れ,EXTREMITY,"Let's continue the previous story: You're off in the extremity of space and your friend is running low on Vitamin D. He has (はず) to get some sun れs on his skin! How's that supposed to happen with those spacesuits on, though?","The kanji 外 alone means ""outside."" This word means extremity. How can you remember this? Just think of the れ as a ""ray of sunshine."" Where you are, in the extremity of space, even the れs of the sun cannot be seen. So, when 外 is combined with れ just think of this.",3,https://www.wanikani.com/vocabulary/%E5%A4%96%E3%82%8C
125,太い,FAT,"This is the kun'yomi reading of the kanji (because it's a single kanji, all alone with hiragana attached). The part you have to remember is the ふと portion. Let's use a mnemonic.
The fat guy looked down and couldn't see his foot (ふと).","This is a single kanji with an い on the end, meaning you know it's probably an adjective. What's the adjective form of the fat? It's the same: fat.",3,https://www.wanikani.com/vocabulary/%E5%A4%AA%E3%81%84
126,父,FATHER,The reading for this word is the same as the one you learned when learning the kanji.,"The kanji and the word are exactly the same. That means they share meanings as well. This is the polite and humble form of father. You use this when you're talking about your own father to other people, especially if you aren't very close to them.",3,https://www.wanikani.com/vocabulary/%E7%88%B6
